中文名,adcode,citycode
陆河县,441523,660.0
陆丰市,441581,660.0
河源市,441600,762.0
河源市市辖区,441601,762.0
源城区,441602,762.0
紫金县,441621,762.0
龙川县,441622,762.0
连平县,441623,762.0
和平县,441624,762.0
东源县,441625,762.0
阳江市,441700,662.0
阳江市市辖区,441701,662.0
江城区,441702,662.0
阳东区,441704,662.0
阳西县,441721,662.0
阳春市,441781,662.0
清远市,441800,763.0
清远市市辖区,441801,763.0
清城区,441802,763.0
清新区,441803,763.0
佛冈县,441821,763.0
阳山县,441823,763.0
连山壮族瑶族自治县,441825,763.0
连南瑶族自治县,441826,763.0
英德市,441881,763.0
连州市,441882,763.0
东莞市,441900,769.0
中山市,442000,760.0
东沙群岛,442101,
潮州市,445100,768.0
潮州市市辖区,445101,768.0
湘桥区,445102,768.0
潮安区,445103,768.0
饶平县,445122,768.0
揭阳市,445200,663.0
揭阳市市辖区,445201,663.0
榕城区,445202,663.0
揭东区,445203,663.0
揭西县,445222,663.0
惠来县,445224,663.0
普宁市,445281,663.0
云浮市,445300,766.0
云浮市市辖区,445301,766.0
云城区,445302,766.0
云安区,445303,766.0
新兴县,445321,766.0
郁南县,445322,766.0
罗定市,445381,766.0
广西壮族自治区,450000,
南宁市,450100,771.0
南宁市市辖区,450101,771.0
兴宁区,450102,771.0
青秀区,450103,771.0
江南区,450105,771.0
西乡塘区,450107,771.0
良庆区,450108,771.0
邕宁区,450109,771.0
武鸣区,450110,771.0
隆安县,450123,771.0
马山县,450124,771.0
上林县,450125,771.0
宾阳县,450126,771.0
横县,450127,771.0
柳州市,450200,772.0
柳州市市辖区,450201,772.0
城中区,450202,772.0
鱼峰区,450203,772.0
柳南区,450204,772.0
柳北区,450205,772.0
柳江区,450206,772.0
柳城县,450222,772.0
鹿寨县,450223,772.0
融安县,450224,772.0
融水苗族自治县,450225,772.0
三江侗族自治县,450226,772.0
桂林市,450300,773.0
桂林市市辖区,450301,773.0
秀峰区,450302,773.0
叠彩区,450303,773.0
象山区,450304,773.0
七星区,450305,773.0
雁山区,450311,773.0
临桂区,450312,773.0
阳朔县,450321,773.0
灵川县,450323,773.0
全州县,450324,773.0
兴安县,450325,773.0
永福县,450326,773.0
灌阳县,450327,773.0
龙胜各族自治县,450328,773.0
资源县,450329,773.0
平乐县,450330,773.0
荔浦市,450381,773.0
恭城瑶族自治县,450332,773.0
梧州市,450400,774.0
梧州市市辖区,450401,774.0
万秀区,450403,774.0
长洲区,450405,774.0
龙圩区,450406,774.0
苍梧县,450421,774.0
藤县,450422,774.0
蒙山县,450423,774.0
岑溪市,450481,774.0
北海市,450500,779.0
北海市市辖区,450501,779.0
海城区,450502,779.0
银海区,450503,779.0
铁山港区,450512,779.0
合浦县,450521,779.0
防城港市,450600,770.0
防城港市市辖区,450601,770.0
港口区,450602,770.0
防城区,450603,770.0
上思县,450621,770.0
东兴市,450681,770.0
钦州市,450700,777.0
钦州市市辖区,450701,777.0
钦南区,450702,777.0
钦北区,450703,777.0
灵山县,450721,777.0
浦北县,450722,777.0
贵港市,450800,1755.0
贵港市市辖区,450801,1755.0
港北区,450802,1755.0
港南区,450803,1755.0
覃塘区,450804,1755.0
平南县,450821,1755.0
桂平市,450881,1755.0
玉林市,450900,775.0
玉林市市辖区,450901,775.0
玉州区,450902,775.0
福绵区,450903,775.0
容县,450921,775.0
陆川县,450922,775.0
博白县,450923,775.0
兴业县,450924,775.0
北流市,450981,775.0
百色市,451000,776.0
百色市市辖区,451001,776.0
右江区,451002,776.0
田阳区,451003,776.0
田东县,451022,776.0
平果市,451082,776.0
德保县,451024,776.0
那坡县,451026,776.0
凌云县,451027,776.0
乐业县,451028,776.0
田林县,451029,776.0
西林县,451030,776.0
隆林各族自治县,451031,776.0
靖西市,451081,776.0
贺州市,451100,1774.0
贺州市市辖区,451101,1774.0
八步区,451102,1774.0
平桂区,451103,1774.0
昭平县,451121,1774.0
钟山县,451122,1774.0
富川瑶族自治县,451123,1774.0
河池市,451200,778.0
河池市市辖区,451201,778.0
金城江区,451202,778.0
宜州区,451203,778.0
南丹县,451221,778.0
天峨县,451222,778.0
凤山县,451223,778.0
东兰县,451224,778.0
罗城仫佬族自治县,451225,778.0
环江毛南族自治县,451226,778.0
巴马瑶族自治县,451227,778.0
都安瑶族自治县,451228,778.0
大化瑶族自治县,451229,778.0
来宾市,451300,1772.0
来宾市市辖区,451301,1772.0
兴宾区,451302,1772.0
忻城县,451321,1772.0
象州县,451322,1772.0
武宣县,451323,1772.0
金秀瑶族自治县,451324,1772.0
合山市,451381,1772.0
崇左市,451400,1771.0
崇左市市辖区,451401,1771.0
江州区,451402,1771.0
扶绥县,451421,1771.0
宁明县,451422,1771.0
龙州县,451423,1771.0
大新县,451424,1771.0
天等县,451425,1771.0
凭祥市,451481,1771.0
海南省,460000,
海口市,460100,898.0
海口市市辖区,460101,898.0
秀英区,460105,898.0
龙华区,460106,898.0
琼山区,460107,898.0
美兰区,460108,898.0
三亚市,460200,899.0
三亚市市辖区,460201,899.0
海棠区,460202,899.0
吉阳区,460203,899.0
天涯区,460204,899.0
崖州区,460205,899.0
三沙市,460300,2898.0
西沙区,460301,2898.0
南沙区,460302,2898.0
儋州市,460400,805.0
五指山市,469001,1897.0
琼海市,469002,1894.0
文昌市,469005,1893.0
万宁市,469006,1898.0
东方市,469007,807.0
定安县,469021,806.0
屯昌县,469022,1892.0
澄迈县,469023,804.0
临高县,469024,1896.0
白沙黎族自治县,469025,802.0
昌江黎族自治县,469026,803.0
乐东黎族自治县,469027,2802.0
陵水黎族自治县,469028,809.0
保亭黎族苗族自治县,469029,801.0
琼中黎族苗族自治县,469030,1899.0
重庆市,500000,23.0
重庆市市辖区,500100,23.0
万州区,500101,23.0
涪陵区,500102,23.0
渝中区,500103,23.0
大渡口区,500104,23.0
江北区,500105,23.0
沙坪坝区,500106,23.0
九龙坡区,500107,23.0
南岸区,500108,23.0
北碚区,500109,23.0
綦江区,500110,23.0
大足区,500111,23.0
渝北区,500112,23.0
巴南区,500113,23.0
黔江区,500114,23.0
长寿区,500115,23.0
江津区,500116,23.0
合川区,500117,23.0
永川区,500118,23.0
南川区,500119,23.0
璧山区,500120,23.0
铜梁区,500151,23.0
潼南区,500152,23.0
荣昌区,500153,23.0
开州区,500154,23.0
梁平区,500155,23.0
武隆区,500156,23.0
重庆市郊县,500200,23.0
城口县,500229,23.0
丰都县,500230,23.0
垫江县,500231,23.0
忠县,500233,23.0
云阳县,500235,23.0
奉节县,500236,23.0
巫山县,500237,23.0
巫溪县,500238,23.0
石柱土家族自治县,500240,23.0
秀山土家族苗族自治县,500241,23.0
酉阳土家族苗族自治县,500242,23.0
彭水苗族土家族自治县,500243,23.0
四川省,510000,
成都市,510100,28.0
成都市市辖区,510101,28.0
锦江区,510104,28.0
青羊区,510105,28.0
金牛区,510106,28.0
武侯区,510107,28.0
成华区,510108,28.0
龙泉驿区,510112,28.0
青白江区,510113,28.0
新都区,510114,28.0
温江区,510115,28.0
双流区,510116,28.0
郫都区,510117,28.0
金堂县,510121,28.0
大邑县,510129,28.0
蒲江县,510131,28.0
新津区,510118,28.0
都江堰市,510181,28.0
彭州市,510182,28.0
邛崃市,510183,28.0
崇州市,510184,28.0
简阳市,510185,28.0
自贡市,510300,813.0
自贡市市辖区,510301,813.0
自流井区,510302,813.0
贡井区,510303,813.0
大安区,510304,813.0
沿滩区,510311,813.0
荣县,510321,813.0
富顺县,510322,813.0
攀枝花市,510400,812.0
攀枝花市市辖区,510401,812.0
东区,510402,812.0
西区,510403,812.0
仁和区,510411,812.0
米易县,510421,812.0
盐边县,510422,812.0
泸州市,510500,830.0
泸州市市辖区,510501,830.0
江阳区,510502,830.0
纳溪区,510503,830.0
龙马潭区,510504,830.0
泸县,510521,830.0
合江县,510522,830.0
叙永县,510524,830.0
古蔺县,510525,830.0
德阳市,510600,838.0
德阳市市辖区,510601,838.0
旌阳区,510603,838.0
中江县,510623,838.0
罗江区,510604,838.0
广汉市,510681,838.0
什邡市,510682,838.0
绵竹市,510683,838.0
绵阳市,510700,816.0
绵阳市市辖区,510701,816.0
涪城区,510703,816.0
游仙区,510704,816.0
安州区,510705,816.0
三台县,510722,816.0
盐亭县,510723,816.0
梓潼县,510725,816.0
北川羌族自治县,510726,816.0
平武县,510727,816.0
江油市,510781,816.0
广元市,510800,839.0
广元市市辖区,510801,839.0
利州区,510802,839.0
昭化区,510811,839.0
朝天区,510812,839.0
旺苍县,510821,839.0
青川县,510822,839.0
剑阁县,510823,839.0
苍溪县,510824,839.0
遂宁市,510900,825.0
遂宁市市辖区,510901,825.0
船山区,510903,825.0
安居区,510904,825.0
蓬溪县,510921,825.0
射洪市,510981,825.0
大英县,510923,825.0
内江市,511000,1832.0
内江市市辖区,511001,1832.0
市中区,511002,1832.0
东兴区,511011,1832.0
威远县,511024,1832.0
资中县,511025,1832.0
隆昌市,511083,1832.0
乐山市,511100,833.0
乐山市市辖区,511101,833.0
市中区,511102,833.0
沙湾区,511111,833.0
五通桥区,511112,833.0
金口河区,511113,833.0
犍为县,511123,833.0
井研县,511124,833.0
夹江县,511126,833.0
沐川县,511129,833.0
峨边彝族自治县,511132,833.0
马边彝族自治县,511133,833.0
峨眉山市,511181,833.0
南充市,511300,817.0
南充市市辖区,511301,817.0
顺庆区,511302,817.0
高坪区,511303,817.0
嘉陵区,511304,817.0
南部县,511321,817.0
营山县,511322,817.0
蓬安县,511323,817.0
仪陇县,511324,817.0
西充县,511325,817.0
阆中市,511381,817.0
眉山市,511400,1833.0
眉山市市辖区,511401,1833.0
东坡区,511402,1833.0
彭山区,511403,1833.0
仁寿县,511421,1833.0
洪雅县,511423,1833.0
丹棱县,511424,1833.0
青神县,511425,1833.0
宜宾市,511500,831.0
宜宾市市辖区,511501,831.0
翠屏区,511502,831.0
南溪区,511503,831.0
叙州区,511504,831.0
江安县,511523,831.0
长宁县,511524,831.0
高县,511525,831.0
珙县,511526,831.0
筠连县,511527,831.0
兴文县,511528,831.0
屏山县,511529,831.0
广安市,511600,826.0
广安市市辖区,511601,826.0
广安区,511602,826.0
前锋区,511603,826.0
岳池县,511621,826.0
武胜县,511622,826.0
邻水县,511623,826.0
华蓥市,511681,826.0
达州市,511700,818.0
达州市市辖区,511701,818.0
通川区,511702,818.0
达川区,511703,818.0
宣汉县,511722,818.0
开江县,511723,818.0
大竹县,511724,818.0
渠县,511725,818.0
万源市,511781,818.0
雅安市,511800,835.0
雅安市市辖区,511801,835.0
雨城区,511802,835.0
名山区,511803,835.0
荥经县,511822,835.0
汉源县,511823,835.0
石棉县,511824,835.0
天全县,511825,835.0
芦山县,511826,835.0
宝兴县,511827,835.0
巴中市,511900,827.0
巴中市市辖区,511901,827.0
巴州区,511902,827.0
恩阳区,511903,827.0
通江县,511921,827.0
南江县,511922,827.0
平昌县,511923,827.0
资阳市,512000,832.0
资阳市市辖区,512001,832.0
雁江区,512002,832.0
安岳县,512021,832.0
乐至县,512022,832.0
阿坝藏族羌族自治州,513200,837.0
马尔康市,513201,837.0
汶川县,513221,837.0
理县,513222,837.0
茂县,513223,837.0
松潘县,513224,837.0
九寨沟县,513225,837.0
金川县,513226,837.0
小金县,513227,837.0
黑水县,513228,837.0
壤塘县,513230,837.0
阿坝县,513231,837.0
若尔盖县,513232,837.0
红原县,513233,837.0
甘孜藏族自治州,513300,836.0
康定市,513301,836.0
泸定县,513322,836.0
丹巴县,513323,836.0
九龙县,513324,836.0
雅江县,513325,836.0
道孚县,513326,836.0
炉霍县,513327,836.0
甘孜县,513328,836.0
新龙县,513329,836.0
德格县,513330,836.0
白玉县,513331,836.0
石渠县,513332,836.0
色达县,513333,836.0
理塘县,513334,836.0
巴塘县,513335,836.0
乡城县,513336,836.0
稻城县,513337,836.0
得荣县,513338,836.0
凉山彝族自治州,513400,834.0
西昌市,513401,834.0
木里藏族自治县,513422,834.0
盐源县,513423,834.0
德昌县,513424,834.0
会理县,513425,834.0
会东县,513426,834.0
宁南县,513427,834.0
普格县,513428,834.0
布拖县,513429,834.0
金阳县,513430,834.0
昭觉县,513431,834.0
喜德县,513432,834.0
冕宁县,513433,834.0
越西县,513434,834.0
甘洛县,513435,834.0
美姑县,513436,834.0
雷波县,513437,834.0
贵州省,520000,
贵阳市,520100,851.0
贵阳市市辖区,520101,851.0
南明区,520102,851.0
云岩区,520103,851.0
花溪区,520111,851.0
乌当区,520112,851.0
白云区,520113,851.0
观山湖区,520115,851.0
开阳县,520121,851.0
息烽县,520122,851.0
修文县,520123,851.0
清镇市,520181,851.0
六盘水市,520200,858.0
钟山区,520201,858.0
六枝特区,520203,858.0
水城区,520221,858.0
盘州市,520281,858.0
遵义市,520300,852.0
遵义市市辖区,520301,852.0
红花岗区,520302,852.0
汇川区,520303,852.0
播州区,520304,852.0
桐梓县,520322,852.0
绥阳县,520323,852.0
正安县,520324,852.0
道真仡佬族苗族自治县,520325,852.0
务川仡佬族苗族自治县,520326,852.0
凤冈县,520327,852.0
湄潭县,520328,852.0
余庆县,520329,852.0
习水县,520330,852.0
赤水市,520381,852.0
仁怀市,520382,852.0
安顺市,520400,853.0
安顺市市辖区,520401,853.0
西秀区,520402,853.0
平坝区,520403,853.0
普定县,520422,853.0
镇宁布依族苗族自治县,520423,853.0
关岭布依族苗族自治县,520424,853.0
紫云苗族布依族自治县,520425,853.0
毕节市,520500,857.0
七星关区,520502,857.0
大方县,520521,857.0
黔西市,520522,857.0
金沙县,520523,857.0
织金县,520524,857.0
纳雍县,520525,857.0
威宁彝族回族苗族自治县,520526,857.0
赫章县,520527,857.0
铜仁市,520600,856.0
碧江区,520602,856.0
万山区,520603,856.0
江口县,520621,856.0
玉屏侗族自治县,520622,856.0
石阡县,520623,856.0
思南县,520624,856.0
印江土家族苗族自治县,520625,856.0
德江县,520626,856.0
沿河土家族自治县,520627,856.0
松桃苗族自治县,520628,856.0
黔西南布依族苗族自治州,522300,859.0
兴义市,522301,859.0
兴仁市,522302,859.0
普安县,522323,859.0
晴隆县,522324,859.0
贞丰县,522325,859.0
望谟县,522326,859.0
册亨县,522327,859.0
安龙县,522328,859.0
黔东南苗族侗族自治州,522600,855.0
凯里市,522601,855.0
黄平县,522622,855.0
施秉县,522623,855.0
三穗县,522624,855.0
镇远县,522625,855.0
岑巩县,522626,855.0
天柱县,522627,855.0
锦屏县,522628,855.0
剑河县,522629,855.0
台江县,522630,855.0
黎平县,522631,855.0
榕江县,522632,855.0
从江县,522633,855.0
雷山县,522634,855.0
麻江县,522635,855.0
丹寨县,522636,855.0
黔南布依族苗族自治州,522700,854.0
都匀市,522701,854.0
福泉市,522702,854.0
荔波县,522722,854.0
贵定县,522723,854.0
瓮安县,522725,854.0
独山县,522726,854.0
平塘县,522727,854.0
罗甸县,522728,854.0
长顺县,522729,854.0
龙里县,522730,854.0
惠水县,522731,854.0
三都水族自治县,522732,854.0
云南省,530000,
昆明市,530100,871.0
昆明市市辖区,530101,871.0
五华区,530102,871.0
盘龙区,530103,871.0
官渡区,530111,871.0
西山区,530112,871.0
东川区,530113,871.0
呈贡区,530114,871.0
晋宁区,530115,871.0
富民县,530124,871.0
宜良县,530125,871.0
石林彝族自治县,530126,871.0
嵩明县,530127,871.0
禄劝彝族苗族自治县,530128,871.0
寻甸回族彝族自治县,530129,871.0
安宁市,530181,871.0
曲靖市,530300,874.0
曲靖市市辖区,530301,874.0
麒麟区,530302,874.0
沾益区,530303,874.0
马龙区,530304,874.0
陆良县,530322,874.0
师宗县,530323,874.0
罗平县,530324,874.0
富源县,530325,874.0
会泽县,530326,874.0
宣威市,530381,874.0
玉溪市,530400,877.0
玉溪市市辖区,530401,877.0
红塔区,530402,877.0
江川区,530403,877.0
澄江市,530481,877.0
通海县,530423,877.0
华宁县,530424,877.0
易门县,530425,877.0
峨山彝族自治县,530426,877.0
新平彝族傣族自治县,530427,877.0
元江哈尼族彝族傣族自治县,530428,877.0
保山市,530500,875.0
保山市市辖区,530501,875.0
隆阳区,530502,875.0
施甸县,530521,875.0
龙陵县,530523,875.0
昌宁县,530524,875.0
腾冲市,530581,875.0
昭通市,530600,870.0
昭通市市辖区,530601,870.0
昭阳区,530602,870.0
鲁甸县,530621,870.0
巧家县,530622,870.0
盐津县,530623,870.0
大关县,530624,870.0
永善县,530625,870.0
绥江县,530626,870.0
镇雄县,530627,870.0
彝良县,530628,870.0
威信县,530629,870.0
水富市,530681,870.0
丽江市,530700,888.0
丽江市市辖区,530701,888.0
古城区,530702,888.0
玉龙纳西族自治县,530721,888.0
永胜县,530722,888.0
华坪县,530723,888.0
宁蒗彝族自治县,530724,888.0
普洱市,530800,879.0
普洱市市辖区,530801,879.0
思茅区,530802,879.0
宁洱哈尼族彝族自治县,530821,879.0
墨江哈尼族自治县,530822,879.0
景东彝族自治县,530823,879.0
景谷傣族彝族自治县,530824,879.0
镇沅彝族哈尼族拉祜族自治县,530825,879.0
江城哈尼族彝族自治县,530826,879.0
孟连傣族拉祜族佤族自治县,530827,879.0
澜沧拉祜族自治县,530828,879.0
西盟佤族自治县,530829,879.0
临沧市,530900,883.0
临沧市市辖区,530901,883.0
临翔区,530902,883.0
凤庆县,530921,883.0
云县,530922,883.0
永德县,530923,883.0
镇康县,530924,883.0
双江拉祜族佤族布朗族傣族自治县,530925,883.0
耿马傣族佤族自治县,530926,883.0
沧源佤族自治县,530927,883.0
楚雄彝族自治州,532300,878.0
楚雄市,532301,878.0
双柏县,532322,878.0
牟定县,532323,878.0
南华县,532324,878.0
姚安县,532325,878.0
大姚县,532326,878.0
永仁县,532327,878.0
元谋县,532328,878.0
武定县,532329,878.0
禄丰县,532331,878.0
红河哈尼族彝族自治州,532500,873.0
个旧市,532501,873.0
开远市,532502,873.0
蒙自市,532503,873.0
弥勒市,532504,873.0
屏边苗族自治县,532523,873.0
建水县,532524,873.0
石屏县,532525,873.0
泸西县,532527,873.0
元阳县,532528,873.0
红河县,532529,873.0
金平苗族瑶族傣族自治县,532530,873.0
绿春县,532531,873.0
河口瑶族自治县,532532,873.0
文山壮族苗族自治州,532600,876.0
文山市,532601,876.0
砚山县,532622,876.0
西畴县,532623,876.0
麻栗坡县,532624,876.0
马关县,532625,876.0
丘北县,532626,876.0
广南县,532627,876.0
富宁县,532628,876.0
西双版纳傣族自治州,532800,691.0
景洪市,532801,691.0
勐海县,532822,691.0
勐腊县,532823,691.0
大理白族自治州,532900,872.0
大理市,532901,872.0
漾濞彝族自治县,532922,872.0
祥云县,532923,872.0
宾川县,532924,872.0
弥渡县,532925,872.0
南涧彝族自治县,532926,872.0
巍山彝族回族自治县,532927,872.0
永平县,532928,872.0
云龙县,532929,872.0
洱源县,532930,872.0
剑川县,532931,872.0
鹤庆县,532932,872.0
德宏傣族景颇族自治州,533100,692.0
瑞丽市,533102,692.0
芒市,533103,692.0
梁河县,533122,692.0
盈江县,533123,692.0
陇川县,533124,692.0
怒江傈僳族自治州,533300,886.0
泸水市,533301,886.0
福贡县,533323,886.0
贡山独龙族怒族自治县,533324,886.0
兰坪白族普米族自治县,533325,886.0
迪庆藏族自治州,533400,887.0
香格里拉市,533401,887.0
德钦县,533422,887.0
维西傈僳族自治县,533423,887.0
西藏自治区,540000,
拉萨市,540100,891.0
拉萨市市辖区,540101,891.0
城关区,540102,891.0
堆龙德庆区,540103,891.0
达孜区,540104,891.0
林周县,540121,891.0
当雄县,540122,891.0
尼木县,540123,891.0
曲水县,540124,891.0
墨竹工卡县,540127,891.0
日喀则市,540200,892.0
桑珠孜区,540202,892.0
南木林县,540221,892.0
江孜县,540222,892.0
定日县,540223,892.0
萨迦县,540224,892.0
拉孜县,540225,892.0
昂仁县,540226,892.0
谢通门县,540227,892.0
白朗县,540228,892.0
仁布县,540229,892.0
康马县,540230,892.0
定结县,540231,892.0
仲巴县,540232,892.0
亚东县,540233,892.0
吉隆县,540234,892.0
聂拉木县,540235,892.0
萨嘎县,540236,892.0
岗巴县,540237,892.0
昌都市,540300,895.0
卡若区,540302,895.0
江达县,540321,895.0
贡觉县,540322,895.0
类乌齐县,540323,895.0
丁青县,540324,895.0
察雅县,540325,895.0
八宿县,540326,895.0
左贡县,540327,895.0
芒康县,540328,895.0
洛隆县,540329,895.0
边坝县,540330,895.0
林芝市,540400,894.0
巴宜区,540402,894.0
工布江达县,540421,894.0
米林县,540422,894.0
墨脱县,540423,894.0
波密县,540424,894.0
察隅县,540425,894.0
朗县,540426,894.0
山南市,540500,893.0
乃东区,540502,893.0
扎囊县,540521,893.0
贡嘎县,540522,893.0
桑日县,540523,893.0
琼结县,540524,893.0
曲松县,540525,893.0
措美县,540526,893.0
洛扎县,540527,893.0
加查县,540528,893.0
隆子县,540529,893.0
错那县,540530,893.0
浪卡子县,540531,893.0
那曲市,540600,896.0
色尼区,540602,896.0
嘉黎县,540621,896.0
比如县,540622,896.0
聂荣县,540623,896.0
安多县,540624,896.0
申扎县,540625,896.0
索县,540626,896.0
班戈县,540627,896.0
巴青县,540628,896.0
尼玛县,540629,896.0
双湖县,540630,896.0
阿里地区,542500,897.0
普兰县,542521,897.0
札达县,542522,897.0
噶尔县,542523,897.0
日土县,542524,897.0
革吉县,542525,897.0
改则县,542526,897.0
措勤县,542527,897.0
陕西省,610000,
西安市,610100,29.0
西安市市辖区,610101,29.0
新城区,610102,29.0
碑林区,610103,29.0
莲湖区,610104,29.0
灞桥区,610111,29.0
未央区,610112,29.0
雁塔区,610113,29.0
阎良区,610114,29.0
临潼区,610115,29.0
长安区,610116,29.0
高陵区,610117,29.0
鄠邑区,610118,29.0
蓝田县,610122,29.0
周至县,610124,29.0
铜川市,610200,919.0
铜川市市辖区,610201,919.0
王益区,610202,919.0
印台区,610203,919.0
耀州区,610204,919.0
宜君县,610222,919.0
宝鸡市,610300,917.0
宝鸡市市辖区,610301,917.0
渭滨区,610302,917.0
金台区,610303,917.0
陈仓区,610304,917.0
凤翔县,610322,917.0
岐山县,610323,917.0
扶风县,610324,917.0
眉县,610326,917.0
陇县,610327,917.0
千阳县,610328,917.0
麟游县,610329,917.0
凤县,610330,917.0
太白县,610331,917.0
咸阳市,610400,910.0
咸阳市市辖区,610401,910.0
秦都区,610402,910.0
杨陵区,610403,910.0
渭城区,610404,910.0
三原县,610422,910.0
泾阳县,610423,910.0
乾县,610424,910.0
礼泉县,610425,910.0
永寿县,610426,910.0
彬州市,610482,910.0
长武县,610428,910.0
旬邑县,610429,910.0
淳化县,610430,910.0
武功县,610431,910.0
兴平市,610481,910.0
渭南市,610500,913.0
渭南市市辖区,610501,913.0
临渭区,610502,913.0
华州区,610503,913.0
潼关县,610522,913.0
大荔县,610523,913.0
合阳县,610524,913.0
澄城县,610525,913.0
蒲城县,610526,913.0
白水县,610527,913.0
富平县,610528,913.0
韩城市,610581,913.0
华阴市,610582,913.0
延安市,610600,911.0
延安市市辖区,610601,911.0
宝塔区,610602,911.0
安塞区,610603,911.0
延长县,610621,911.0
延川县,610622,911.0
子长市,610681,911.0
志丹县,610625,911.0
吴起县,610626,911.0
甘泉县,610627,911.0
富县,610628,911.0
洛川县,610629,911.0
宜川县,610630,911.0
黄龙县,610631,911.0
黄陵县,610632,911.0
汉中市,610700,916.0
汉中市市辖区,610701,916.0
汉台区,610702,916.0
南郑区,610703,916.0
城固县,610722,916.0
洋县,610723,916.0
西乡县,610724,916.0
勉县,610725,916.0
宁强县,610726,916.0
略阳县,610727,916.0
镇巴县,610728,916.0
留坝县,610729,916.0
佛坪县,610730,916.0
榆林市,610800,912.0
榆林市市辖区,610801,912.0
榆阳区,610802,912.0
横山区,610803,912.0
府谷县,610822,912.0
靖边县,610824,912.0
定边县,610825,912.0
绥德县,610826,912.0
米脂县,610827,912.0
佳县,610828,912.0
吴堡县,610829,912.0
清涧县,610830,912.0
子洲县,610831,912.0
神木市,610881,912.0
安康市,610900,915.0
安康市市辖区,610901,915.0
汉滨区,610902,915.0
汉阴县,610921,915.0
石泉县,610922,915.0
宁陕县,610923,915.0
紫阳县,610924,915.0
岚皋县,610925,915.0
平利县,610926,915.0
镇坪县,610927,915.0
旬阳县,610928,915.0
白河县,610929,915.0
商洛市,611000,914.0
商洛市市辖区,611001,914.0
商州区,611002,914.0
洛南县,611021,914.0
丹凤县,611022,914.0
商南县,611023,914.0
山阳县,611024,914.0
镇安县,611025,914.0
柞水县,611026,914.0
甘肃省,620000,
兰州市,620100,931.0
兰州市市辖区,620101,931.0
城关区,620102,931.0
七里河区,620103,931.0
西固区,620104,931.0
安宁区,620105,931.0
红古区,620111,931.0
永登县,620121,931.0
皋兰县,620122,931.0
榆中县,620123,931.0
嘉峪关市,620200,1937.0
嘉峪关市市辖区,620201,1937.0
金昌市,620300,935.0
金昌市市辖区,620301,935.0
金川区,620302,935.0
永昌县,620321,935.0
白银市,620400,943.0
白银市市辖区,620401,943.0
白银区,620402,943.0
平川区,620403,943.0
靖远县,620421,943.0
会宁县,620422,943.0
景泰县,620423,943.0
天水市,620500,938.0
天水市市辖区,620501,938.0
秦州区,620502,938.0
麦积区,620503,938.0
清水县,620521,938.0
秦安县,620522,938.0
甘谷县,620523,938.0
武山县,620524,938.0
张家川回族自治县,620525,938.0
武威市,620600,1935.0
武威市市辖区,620601,1935.0
凉州区,620602,1935.0
民勤县,620621,1935.0
古浪县,620622,1935.0
天祝藏族自治县,620623,1935.0
张掖市,620700,936.0
张掖市市辖区,620701,936.0
甘州区,620702,936.0
肃南裕固族自治县,620721,936.0
民乐县,620722,936.0
临泽县,620723,936.0
高台县,620724,936.0
山丹县,620725,936.0
平凉市,620800,933.0
平凉市市辖区,620801,933.0
崆峒区,620802,933.0
泾川县,620821,933.0
灵台县,620822,933.0
崇信县,620823,933.0
华亭市,620881,933.0
庄浪县,620825,933.0
静宁县,620826,933.0
酒泉市,620900,937.0
酒泉市市辖区,620901,937.0
肃州区,620902,937.0
金塔县,620921,937.0
瓜州县,620922,937.0
肃北蒙古族自治县,620923,937.0
阿克塞哈萨克族自治县,620924,937.0
玉门市,620981,937.0
敦煌市,620982,937.0
庆阳市,621000,934.0
庆阳市市辖区,621001,934.0
西峰区,621002,934.0
庆城县,621021,934.0
环县,621022,934.0
华池县,621023,934.0
合水县,621024,934.0
正宁县,621025,934.0
宁县,621026,934.0
镇原县,621027,934.0
定西市,621100,932.0
定西市市辖区,621101,932.0
安定区,621102,932.0
通渭县,621121,932.0
陇西县,621122,932.0
渭源县,621123,932.0
临洮县,621124,932.0
漳县,621125,932.0
岷县,621126,932.0
陇南市,621200,2935.0
陇南市市辖区,621201,2935.0
武都区,621202,2935.0
成县,621221,2935.0
文县,621222,2935.0
宕昌县,621223,2935.0
康县,621224,2935.0
西和县,621225,2935.0
礼县,621226,2935.0
徽县,621227,2935.0
两当县,621228,2935.0
临夏回族自治州,622900,930.0
临夏市,622901,930.0
临夏县,622921,930.0
康乐县,622922,930.0
永靖县,622923,930.0
广河县,622924,930.0
和政县,622925,930.0
东乡族自治县,622926,930.0
积石山保安族东乡族撒拉族自治县,622927,930.0
甘南藏族自治州,623000,941.0
合作市,623001,941.0
临潭县,623021,941.0
卓尼县,623022,941.0
舟曲县,623023,941.0
迭部县,623024,941.0
玛曲县,623025,941.0
碌曲县,623026,941.0
夏河县,623027,941.0
青海省,630000,
西宁市,630100,971.0
西宁市市辖区,630101,971.0
城东区,630102,971.0
城中区,630103,971.0
城西区,630104,971.0
城北区,630105,971.0
大通回族土族自治县,630121,971.0
湟中区,630106,971.0
湟源县,630123,971.0
海东市,630200,972.0
乐都区,630202,972.0
平安区,630203,972.0
民和回族土族自治县,630222,972.0
互助土族自治县,630223,972.0
化隆回族自治县,630224,972.0
循化撒拉族自治县,630225,972.0
海北藏族自治州,632200,970.0
门源回族自治县,632221,970.0
祁连县,632222,970.0
海晏县,632223,970.0
